"","season","team","coach","offense","defense","player_dev_percentile","offense_dev_percentile","defense_dev_percentile","win_percentile","playoff_percentile","close_win_percentile","aggressiveness_percentile","two_minute_percentile","division_win_percentile","score"
"11",2015,"ARI","Bruce Arians","Harold Goodwin","James Bettcher",NA,NA,NA,0.970588235294118,0.911764705882353,0.970588235294118,0.427634896621281,0.538423401090729,0.64945652173913,NA
"12",2025,"ATL","Raheem Morris","Zac Robinson","Jeff Ulbrich",0.424242424242424,0.303030303030303,0.636363636363636,0.424242424242424,0,0.515151515151515,0.936479591836735,0.777292576419214,0.407608695652174,4.42441116693842
"13",2024,"ATL","Raheem Morris","Zac Robinson","Jimmy Lake",0.441176470588235,0.676470588235294,0.176470588235294,0.441176470588235,0,0.5,0.690858864892014,0.316887194438215,0.64945652173913,3.89249669871642
"14",2023,"ATL","Arthur Smith","Dave Ragone","Ryan Nielsen",0.205882352941176,0.176470588235294,0.5,0.264705882352941,0,0.264705882352941,0.494639027877055,0.698564593301435,0.407608695652174,3.01257702271302
"15",2022,"ATL","Arthur Smith","Dave Ragone","Dean Pees",0.323529411764706,0.676470588235294,0.0294117647058824,0.264705882352941,0,0.264705882352941,0.687003968253968,0.176656864962678,0.222826086956522,2.64531044958493
"16",2021,"ATL","Arthur Smith","Dave Ragone","Dean Pees",0.0909090909090909,0.242424242424242,0.0606060606060606,0.242424242424242,0,0.878787878787879,0.531558935361217,0.971295060080107,0.222826086956522,3.24083159754936
"17",2020,"ATL","Raheem Morris","Dirk Koetter","Jeff Ulbrich",0.588235294117647,0.676470588235294,0.588235294117647,0.0588235294117647,0,0.0294117647058824,0.562639821029083,0,0.0516304347826087,2.55544672639993
"18",2020,"ATL","Dan Quinn","Dirk Koetter","Raheem Morris, Jeff Ulbrich",0.588235294117647,0.676470588235294,0.588235294117647,0.0588235294117647,0,0.0294117647058824,0.562639821029083,0,0.0516304347826087,2.55544672639993
"19",2019,"ATL","Dan Quinn","Dirk Koetter","",0.424242424242424,0.606060606060606,0.333333333333333,0.363636363636364,0,0.363636363636364,0.843287526427061,0.652892561983471,0.64945652173913,4.23654570105875
"20",2018,"ATL","Dan Quinn","Steve Sarkisian","Marquand Manuel",0.454545454545455,0.787878787878788,0.0303030303030303,0.393939393939394,0,0.424242424242424,0.536839295248265,0.528200098087298,0.64945652173913,3.80540500598378
"21",2017,"ATL","Dan Quinn","Steve Sarkisian","Marquand Manuel",0.71875,0.78125,0.59375,0.71875,0.78125,0.6875,0.379655086228443,0,0.64945652173913,5.31036160796757
"22",2016,"ATL","Dan Quinn","Kyle Shanahan","Richard Smith",NA,NA,NA,0.823529411764706,0.970588235294118,0.5,0.617175375064666,0.214232947549865,0.875,NA
"23",2015,"ATL","Dan Quinn","Kyle Shanahan","Richard Smith",NA,NA,NA,0.558823529411765,0,0.529411764705882,0.0590015128593041,0.761279127416956,0.0516304347826087,NA
"24",2025,"BAL","John Harbaugh","Todd Monken","Zach Orr",0.545454545454545,0.454545454545455,0.666666666666667,0.424242424242424,0,0.121212121212121,0.494897959183673,0,0.407608695652174,3.11462786695706
"25",2024,"BAL","John Harbaugh","Todd Monken","Zach Orr",0.911764705882353,0.970588235294118,0.411764705882353,0.823529411764706,0.794117647058823,0.5,0.251130085384229,0.649472976003588,0.64945652173913,5.9618242890093
"26",2023,"BAL","John Harbaugh","Todd Monken","Mike Macdonald",0.941176470588235,0.794117647058823,0.970588235294118,1,0.911764705882353,0.441176470588235,0.18084345961401,0.730006835269993,0.407608695652174,6.37728251994794
"27",2022,"BAL","John Harbaugh","Greg Roman","Mike Macdonald",0.735294117647059,0.647058823529412,0.676470588235294,0.764705882352941,0.617647058823529,0.617647058823529,0.401041666666667,0.573399683329563,0.407608695652174,5.44087357506017
"28",2021,"BAL","John Harbaugh","Greg Roman","Don Martindale",0.424242424242424,0.424242424242424,0.303030303030303,0.363636363636364,0,0.484848484848485,0.967807351077313,0.424121050289275,0.0516304347826087,3.4435588361492
"29",2020,"BAL","John Harbaugh","Greg Roman","Don Martindale",0.823529411764706,0.617647058823529,0.852941176470588,0.705882352941177,0.794117647058823,0.205882352941176,0.8165548098434,0.670909948137671,0.64945652173913,6.1369212797202
"30",2019,"BAL","John Harbaugh","Greg Roman","Don Martindale",1,1,0.909090909090909,1,0.787878787878788,0.909090909090909,0.783826638477801,0.719980554205153,0.875,7.98486779874356
"31",2018,"BAL","John Harbaugh","Marty Mornhinweg","Don Martindale",0.787878787878788,0.303030303030303,1,0.696969696969697,0.666666666666667,0.363636363636364,0.591030432461292,0.300637567435017,0.407608695652174,5.1174585137303
"32",2017,"BAL","John Harbaugh","Marty Mornhinweg","Dean Pees",0.6875,0.34375,0.96875,0.5,0,0.09375,0.778305423644089,0.432184478056038,0.407608695652174,4.2118485973523
"33",2016,"BAL","John Harbaugh","Marty Mornhinweg, Marc Trestman","Dean Pees",NA,NA,NA,0.470588235294118,0,0.5,0.496120020693223,0.243536074858409,0.64945652173913,NA
"34",2015,"BAL","John Harbaugh","Marc Trestman","Dean Pees",NA,NA,NA,0.147058823529412,0,0.205882352941176,0.366111951588502,0,0.407608695652174,NA
"35",2025,"BUF","Sean McDermott","Joe Brady","Bobby Babich",0.878787878787879,0.96969696969697,0.575757575757576,0.787878787878788,0.787878787878788,0.696969696969697,0.875510204081633,0.876350264307056,0.64945652173913,7.09828668709752
"36",2024,"BUF","Sean McDermott","Joe Brady","Bobby Babich",1,1,0.676470588235294,0.882352941176471,0.911764705882353,0.823529411764706,0.875439477649422,0.751962323390895,0.875,7.79651944809914
"37",2023,"BUF","Sean McDermott","Joe Brady, Ken Dorsey","",0.911764705882353,0.941176470588235,0.588235294117647,0.764705882352941,0.794117647058823,0.441176470588235,0.274958303550155,0.762360446570973,0.64945652173913,6.12795174244849
"38",2022,"BUF","Sean McDermott","Ken Dorsey","Leslie Frazier",0.852941176470588,0.852941176470588,0.647058823529412,0.941176470588235,0.794117647058823,0.823529411764706,0.603174603174603,0.689436779009274,0.64945652173913,6.85383260980536
"39",2021,"BUF","Sean McDermott","Brian Daboll","Leslie Frazier",1,0.939393939393939,0.909090909090909,0.787878787878788,0.787878787878788,0,0.126742712294043,0.769470404984424,0.875,6.19545554152089
"40",2020,"BUF","Sean McDermott","Brian Daboll","Leslie Frazier",0.794117647058823,0.882352941176471,0.294117647058824,0.941176470588235,0.911764705882353,0.970588235294118,0.659116331096197,0.85007072135785,1,7.30330469951287
"41",2019,"BUF","Sean McDermott","Brian Daboll","Leslie Frazier",0.757575757575758,0.515151515151515,0.878787878787879,0.727272727272727,0.666666666666667,0.393939393939394,0.44053911205074,0.218765192027224,0.407608695652174,5.00630693912408
"42",2018,"BUF","Sean McDermott","Brian Daboll","Leslie Frazier",0.0909090909090909,0.0303030303030303,0.939393939393939,0.212121212121212,0,0.424242424242424,0.311799252536038,0.24717999019127,0.222826086956522,2.47877502665353
"43",2017,"BUF","Sean McDermott","Rick Dennison","Leslie Frazier",0.3125,0.15625,0.53125,0.5,0.65625,0.875,0.812046988252937,0.571534837589883,0.407608695652174,4.82244052149499
"44",2016,"BUF","Anthony Lynn","Greg Roman","Dennis Thurman",NA,NA,NA,0.323529411764706,0,0.205882352941176,0.283497154681842,0.466387589263728,0.0516304347826087,NA
"45",2016,"BUF","Rex Ryan","Anthony Lynn, Greg Roman","Dennis Thurman",NA,NA,NA,0.323529411764706,0,0.205882352941176,0.283497154681842,0.466387589263728,0.0516304347826087,NA
"46",2015,"BUF","Rex Ryan","Greg Roman","Dennis Thurman",NA,NA,NA,0.558823529411765,0,0.235294117647059,0.0859808371154816,0.144769459593456,0.64945652173913,NA
"47",2025,"CAR","Dave Canales","Brad Idzik","Ejiro Evero",0.303030303030303,0.242424242424242,0.424242424242424,0.424242424242424,0.606060606060606,0.848484848484849,0.904081632653061,0.682831532980924,0.407608695652174,4.84300670977101
"48",2024,"CAR","Dave Canales","Brad Idzik","Ejiro Evero",0,0.264705882352941,0,0.176470588235294,0,0.676470588235294,0.363134103465595,0.880017941242431,0.222826086956522,2.58362519048808
"49",2023,"CAR","Chris Tabor","Thomas Brown","Ejiro Evero",0.0294117647058824,0.0882352941176471,0.235294117647059,0,0,0,0.711698832499404,0.254272043745728,0.0516304347826087,1.37054248749833
"50",2023,"CAR","Frank Reich","Thomas Brown","Ejiro Evero",0.0294117647058824,0.0882352941176471,0.235294117647059,0,0,0,0.711698832499404,0.254272043745728,0.0516304347826087,1.37054248749833
"51",2022,"CAR","Steve Wilks","Ben McAdoo","Al Holcomb, Phil Snow",0.470588235294118,0.411764705882353,0.382352941176471,0.264705882352941,0,0.205882352941176,0.937003968253968,0.313956118525221,0.64945652173913,3.63571072616538
"52",2022,"CAR","Matt Rhule","Ben McAdoo","Al Holcomb, Phil Snow",0.470588235294118,0.411764705882353,0.382352941176471,0.264705882352941,0,0.205882352941176,0.937003968253968,0.313956118525221,0.64945652173913,3.63571072616538
"53",2021,"CAR","Matt Rhule","Joe Brady, Jeff Nixon","Phil Snow",0.303030303030303,0.0909090909090909,0.696969696969697,0.181818181818182,0,0.0909090909090909,0,0.366043613707165,0.222826086956522,1.95250606430005
"54",2020,"CAR","Matt Rhule","Joe Brady","Phil Snow",0.529411764705882,0.647058823529412,0.470588235294118,0.235294117647059,0,0.147058823529412,0.130592841163311,0.161951909476662,0.0516304347826087,2.37358695012846
"55",2019,"CAR","Perry Fewell","Norv Turner, Scott Turner","Eric Washington",0.151515151515152,0.0606060606060606,0.272727272727273,0.151515151515152,0,0.0909090909090909,0.0853594080338266,0.685221195916383,0.0516304347826087,1.54948376600555
"56",2019,"CAR","Ron Rivera","Norv Turner, Scott Turner","Eric Washington",0.151515151515152,0.0606060606060606,0.272727272727273,0.151515151515152,0,0.0909090909090909,0.0853594080338266,0.685221195916383,0.0516304347826087,1.54948376600555
"57",2018,"CAR","Ron Rivera","Norv Turner","Eric Washington",0.363636363636364,0.606060606060606,0.0909090909090909,0.393939393939394,0,0.0909090909090909,0.564869193806727,0.14835703776361,0.222826086956522,2.4815068639814
"58",2017,"CAR","Ron Rivera","Mike Shula","Steve Wilks",0.75,0.6875,0.84375,0.8125,0.65625,1,0.530617345663584,0.785767418794942,0.407608695652174,6.4739934601107
"59",2016,"CAR","Ron Rivera","Mike Shula","Sean McDermott",NA,NA,NA,0.264705882352941,0,0.205882352941176,0.370408691153647,0.0263481901009604,0.0516304347826087,NA
"60",2015,"CAR","Ron Rivera","Mike Shula","Sean McDermott",NA,NA,NA,1,0.970588235294118,1,0.643469490670701,0.788051561725335,0.875,NA
"61",2025,"CHI","Ben Johnson","Declan Doyle","Dennis Allen",0.757575757575758,0.727272727272727,0.515151515151515,0.696969696969697,0.787878787878788,0.727272727272727,0.618112244897959,0.902551137669501,0.222826086956522,5.95561068164519
"62",2024,"CHI","Thomas Brown","Chris Beatty, Shane Waldron","Eric Washington",0.352941176470588,0.205882352941176,0.588235294117647,0.176470588235294,0,0.205882352941176,0.815670517327976,0.588921282798834,0.0516304347826087,2.9856339996153
"63",2024,"CHI","Matt Eberflus","Chris Beatty, Thomas Brown, Shane Waldron","Eric Washington",0.352941176470588,0.205882352941176,0.588235294117647,0.176470588235294,0,0.205882352941176,0.815670517327976,0.588921282798834,0.0516304347826087,2.9856339996153
"64",2023,"CHI","Matt Eberflus","Luke Getsy","Alan Williams",0.617647058823529,0.382352941176471,0.823529411764706,0.264705882352941,0,0,0.611150822015726,0.460697197539303,0.222826086956522,3.3829094006292
"65",2022,"CHI","Matt Eberflus","Luke Getsy","Alan Williams",0.205882352941176,0.382352941176471,0.0588235294117647,0,0,0,0.160714285714286,0.0805247681520018,0,0.8882978773957
"66",2021,"CHI","Matt Nagy","Bill Lazor","Sean Desai",0.242424242424242,0.0606060606060606,0.454545454545455,0.212121212121212,0,0.484848484848485,0.591634980988593,0.644637294170004,0.222826086956522,2.91364381666057
"67",2020,"CHI","Matt Nagy","Bill Lazor","Chuck Pagano",0.323529411764706,0.205882352941176,0.764705882352941,0.558823529411765,0.617647058823529,0.676470588235294,0.342841163310962,0.442008486562942,0.222826086956522,4.15473456035984
"68",2019,"CHI","Matt Nagy","Mark Helfrich","Chuck Pagano",0.515151515151515,0.212121212121212,0.818181818181818,0.545454545454545,0,0.636363636363636,0.568710359408034,0.436558094312105,0.64945652173913,4.381997702732
"69",2018,"CHI","Matt Nagy","Mark Helfrich","Vic Fangio",0.939393939393939,0.696969696969697,0.96969696969697,0.878787878787879,0.666666666666667,0.757575757575758,0,0.272927905836194,0.875,6.0570188149271
"70",2017,"CHI","John Fox","Dowell Loggains","Vic Fangio",0.5,0.125,0.90625,0.15625,0,0.0625,0.349162709322669,0.0607488222167121,0,2.15991153153938
"71",2016,"CHI","John Fox","Dowell Loggains","Vic Fangio",NA,NA,NA,0.0588235294117647,0,0,0,0.283181482393499,0.222826086956522,NA
"72",2015,"CHI","John Fox","Adam Gase","Vic Fangio",NA,NA,NA,0.235294117647059,0,0.294117647058824,0.398386283408976,0.634853743182945,0.0516304347826087,NA
"73",2025,"CIN","Zac Taylor","Dan Pitcher","Al Golden",0.181818181818182,0.484848484848485,0.0606060606060606,0.272727272727273,0,0.333333333333333,0.374744897959184,0.842105263157895,0.407608695652174,2.95779219010259
"74",2024,"CIN","Zac Taylor","Dan Pitcher","Lou Anarumo",0.647058823529412,0.852941176470588,0.147058823529412,0.558823529411765,0,0.352941176470588,0.276996484178805,0.722135007849294,0.407608695652174,3.96556371709204
"75",2023,"CIN","Zac Taylor","Brian Callahan","Lou Anarumo",0.470588235294118,0.705882352941177,0.147058823529412,0.470588235294118,0,0.676470588235294,0.403383369073147,0.386420596946913,0.0516304347826087,3.31202263609679
"76",2022,"CIN","Zac Taylor","Brian Callahan","Lou Anarumo",0.882352941176471,0.911764705882353,0.823529411764706,0.852941176470588,0.911764705882353,0.764705882352941,0.189732142857143,0.342230264646008,0.407608695652174,6.08662992668474
"77",2021,"CIN","Zac Taylor","Brian Callahan","Lou Anarumo",0.666666666666667,0.606060606060606,0.757575757575758,0.636363636363636,0.96969696969697,0.393939393939394,0.650190114068441,0.903871829105474,0.64945652173913,6.23382149521608
"78",2020,"CIN","Zac Taylor","Brian Callahan","Lou Anarumo",0.117647058823529,0.117647058823529,0.323529411764706,0.0588235294117647,0,0.176470588235294,0.934563758389262,0.220650636492221,0.0516304347826087,2.00096247672291
"79",2019,"CIN","Zac Taylor","Brian Callahan","Lou Anarumo",0.0909090909090909,0.181818181818182,0.0909090909090909,0,0,0,0.80946088794926,0.780505590666018,0.0516304347826087,2.00523327703425
"80",2018,"CIN","Marvin Lewis","Bill Lazor","Teryl Austin",0.242424242424242,0.363636363636364,0.0606060606060606,0.212121212121212,0,0.0606060606060606,0.407367859049653,0.780529671407553,0.0516304347826087,2.17892190463375
"81",2017,"CIN","Marvin Lewis","Bill Lazor, Ken Zampese","Paul Guenther",0.1875,0.09375,0.40625,0.375,0,0.53125,0.468382904273932,0.464666501363749,0.407608695652174,2.93440810128986
"82",2016,"CIN","Marvin Lewis","Ken Zampese","Paul Guenther",NA,NA,NA,0.264705882352941,0,0,0.710553543714434,0.342033981777887,0.407608695652174,NA
"83",2015,"CIN","Marvin Lewis","Hue Jackson","Paul Guenther",NA,NA,NA,0.882352941176471,0.676470588235294,0.705882352941177,0.7178517397882,0.259791769955379,0.875,NA
"84",2025,"CLE","Kevin Stefanski","Tommy Rees","Jim Schwartz",0.151515151515152,0,0.878787878787879,0.212121212121212,0,0.303030303030303,0.308418367346939,0.425189611583544,0.222826086956522,2.50188861134155
"85",2024,"CLE","Kevin Stefanski","Ken Dorsey","Jim Schwartz",0.0588235294117647,0,0.647058823529412,0,0,0.441176470588235,0.151933701657459,0.0302758466023772,0.222826086956522,1.55209445874577
"86",2023,"CLE","Kevin Stefanski","Alex Van Pelt","Jim Schwartz",0.647058823529412,0.147058823529412,1,0.764705882352941,0.617647058823529,0.970588235294118,0.960924469859423,0.855547960811119,0.407608695652174,6.37113994985213
"87",2022,"CLE","Kevin Stefanski","Alex Van Pelt","Joe Woods",0.617647058823529,0.705882352941177,0.235294117647059,0.264705882352941,0,0.0294117647058824,0.467509920634921,0.0214883510517982,0.407608695652174,2.74954814380948
"88",2021,"CLE","Kevin Stefanski","Alex Van Pelt","Joe Woods",0.484848484848485,0.393939393939394,0.545454545454545,0.363636363636364,0,0.454545454545455,0.0344740177439797,0,0.407608695652174,2.6845069558204
"89",2020,"CLE","Kevin Stefanski","Alex Van Pelt","Joe Woods",0.5,0.823529411764706,0.235294117647059,0.705882352941177,0.794117647058823,0.882352941176471,0.473154362416107,0.784771334276285,0.407608695652174,5.6067108629328
"90",2019,"CLE","Freddie Kitchens","Todd Monken","Steve Wilks",0.484848484848485,0.545454545454545,0.424242424242424,0.303030303030303,0,0.212121212121212,0.507399577167019,0.350267379679144,0.407608695652174,3.23497262219531
"91",2018,"CLE","Gregg Williams","Todd Haley, Freddie Kitchens","",0.606060606060606,0.454545454545455,0.696969696969697,0.393939393939394,0,0.636363636363636,0.0640683395621997,0,0.407608695652174,3.25955582309316
"92",2018,"CLE","Hue Jackson","Todd Haley, Freddie Kitchens","Gregg Williams",0.606060606060606,0.454545454545455,0.696969696969697,0.393939393939394,0,0.636363636363636,0.0640683395621997,0,0.407608695652174,3.25955582309316
"93",2017,"CLE","Hue Jackson","","Gregg Williams",0.03125,0.03125,0.34375,0,0,0,0.223944013996501,0.248202330771138,0,0.878396344767639
"94",2016,"CLE","Hue Jackson","","Ray Horton",NA,NA,NA,0,0,0.0882352941176471,0.645628556647698,0.676434375769515,0,NA
"95",2015,"CLE","Mike Pettine","John DeFilippo","Jim O'Neil",NA,NA,NA,0,0,0,0.58320726172466,0.0803173029251363,0.0516304347826087,NA
"96",2025,"DAL","Brian Schottenheimer","Klayton Adams","Matt Eberflus",0.484848484848485,0.848484848484849,0.0303030303030303,0.363636363636364,0,0.606060606060606,0.847704081632653,0.971500804412779,0.64945652173913,4.8019947411179
"97",2024,"DAL","Mike McCarthy","Brian Schottenheimer","Mike Zimmer",0.176470588235294,0.117647058823529,0.294117647058824,0.411764705882353,0,0.5,0.782270215971873,0.506615833146445,0.407608695652174,3.19649474477049
"98",2023,"DAL","Mike McCarthy","Brian Schottenheimer","Dan Quinn",0.970588235294118,0.970588235294118,0.647058823529412,0.911764705882353,0.617647058823529,0.764705882352941,0.524898737193233,0.671451355661882,0.875,6.95370303403159
"99",2022,"DAL","Mike McCarthy","Kellen Moore","Dan Quinn",0.911764705882353,0.794117647058823,0.882352941176471,0.823529411764706,0.794117647058823,0.911764705882353,0.812003968253968,0.54060167382945,0.64945652173913,7.11970922264608
"100",2021,"DAL","Mike McCarthy","Kellen Moore","Dan Quinn",0.939393939393939,0.757575757575758,0.96969696969697,0.848484848484849,0.575757575757576,0.727272727272727,0.436501901140684,0.734312416555407,1,6.98899613587791
"101",2020,"DAL","Mike McCarthy","Kellen Moore","Mike Nolan",0.176470588235294,0.264705882352941,0.264705882352941,0.352941176470588,0,0.5,0.755872483221476,0.631541725601132,0.222826086956522,3.16906382519089
"102",2019,"DAL","Jason Garrett","Kellen Moore","Rod Marinelli",0.848484848484849,0.939393939393939,0.515151515151515,0.545454545454545,0,0.0303030303030303,0.0293340380549683,0.101118133203695,0.875,3.88424005004654
"103",2018,"DAL","Jason Garrett","Scott Linehan","Rod Marinelli",0.515151515151515,0.393939393939394,0.787878787878788,0.696969696969697,0.787878787878788,0.909090909090909,0.809396689802456,0.967140755272192,0.875,6.74244653598374
"104",2017,"DAL","Jason Garrett","Scott Linehan","Rod Marinelli",0.53125,0.625,0.4375,0.5,0,0.53125,0.909772556860785,0.635011157946938,0.875,5.04478371480772
"105",2016,"DAL","Jason Garrett","Scott Linehan","Rod Marinelli",NA,NA,NA,0.970588235294118,0.794117647058823,0.911764705882353,0.872736678737713,0.736764343757695,0.407608695652174,NA
"106",2015,"DAL","Jason Garrett","Scott Linehan","Rod Marinelli",NA,NA,NA,0.0882352941176471,0,0.0294117647058824,0.97125567322239,0.819286068418443,0.407608695652174,NA
"107",2025,"DEN","Sean Payton","Joe Lombardi","Vance Joseph",0.606060606060606,0.424242424242424,0.727272727272727,0.939393939393939,0.909090909090909,1,0.275255102040816,0.941622615490692,0.875,6.69793832359211
"108",2024,"DEN","Sean Payton","Joe Lombardi","Vance Joseph",0.882352941176471,0.705882352941177,0.941176470588235,0.588235294117647,0.617647058823529,0.0294117647058824,0.560773480662983,0.384391119084997,0.407608695652174,5.1174791777531
"109",2023,"DEN","Sean Payton","Joe Lombardi","Vance Joseph",0.264705882352941,0.411764705882353,0.176470588235294,0.382352941176471,0,0.676470588235294,0.870145341910889,0.508999772157667,0.407608695652174,3.69851851560308
"110",2022,"DEN","Jerry Rosburg","Justin Outten","Ejiro Evero",0.147058823529412,0.147058823529412,0.764705882352941,0.147058823529412,0,0.0882352941176471,0.565972222222222,0.229586066500792,0.0516304347826087,2.14130637056445
"111",2022,"DEN","Nathaniel Hackett","Justin Outten","Ejiro Evero",0.147058823529412,0.147058823529412,0.764705882352941,0.147058823529412,0,0.0882352941176471,0.565972222222222,0.229586066500792,0.0516304347826087,2.14130637056445
"112",2021,"DEN","Vic Fangio","Pat Shurmur","Ed Donatell",0.545454545454545,0.636363636363636,0.393939393939394,0.242424242424242,0,0.0606060606060606,0.405069708491762,0.0576323987538941,0.0516304347826087,2.39312042081614
"113",2020,"DEN","Vic Fangio","Pat Shurmur","Ed Donatell",0.147058823529412,0.0588235294117647,0.558823529411765,0.235294117647059,0,0.352941176470588,0.41079418344519,0.252475247524752,0.0516304347826087,2.06784104222314
"114",2019,"DEN","Vic Fangio","Rich Scangarello","Ed Donatell",0.272727272727273,0.303030303030303,0.545454545454545,0.363636363636364,0,0.393939393939394,0.872357293868922,0.41079241614001,0.407608695652174,3.56954628444899
"115",2018,"DEN","Vance Joseph","Bill Musgrave","Joe Woods",0.727272727272727,0.515151515151515,0.878787878787879,0.212121212121212,0,0.333333333333333,0.468766684463428,0.434281510544385,0.222826086956522,3.792540948631
"116",2017,"DEN","Vance Joseph","Mike McCoy, Bill Musgrave","Joe Woods",0.46875,0.21875,0.75,0.15625,0,0.375,0.253936515871032,0.316141829903298,0.222826086956522,2.76165443273085
"117",2016,"DEN","Gary Kubiak","Rick Dennison","Wade Phillips",NA,NA,NA,0.588235294117647,0,0.411764705882353,0.429384376616658,0.435114503816794,0.222826086956522,NA
"118",2015,"DEN","Gary Kubiak","Rick Dennison","Wade Phillips",NA,NA,NA,0.882352941176471,1,0.941176470588235,0.676500252143217,0.37456618740704,0.64945652173913,NA
"119",2025,"DET","Dan Campbell","John Morton","Kelvin Sheppard",0.696969696969697,0.696969696969697,0.606060606060606,0.575757575757576,0,0.333333333333333,0.818112244897959,0.748793380831993,0.222826086956522,4.69882262177738
"120",2024,"DET","Dan Campbell","Ben Johnson","Aaron Glenn",0.941176470588235,0.911764705882353,0.911764705882353,0.970588235294118,0.794117647058823,0.911764705882353,0.907081868407835,0.788741870374523,1,8.13700020937059
"121",2023,"DET","Dan Campbell","Ben Johnson","Aaron Glenn",0.823529411764706,0.852941176470588,0.411764705882353,0.911764705882353,0.911764705882353,0.852941176470588,0.749344770073862,0.963773069036227,0.64945652173913,7.12728024320216
"122",2022,"DET","Dan Campbell","Ben Johnson","Aaron Glenn",0.823529411764706,0.970588235294118,0.117647058823529,0.588235294117647,0,0.470588235294118,0.749255952380952,0.661162632888487,0.875,5.25600682056356
"123",2021,"DET","Dan Campbell","Anthony Lynn","Aaron Glenn",0.0303030303030303,0.181818181818182,0.0303030303030303,0,0,0.0909090909090909,0.842839036755387,0.557854917668002,0.222826086956522,1.95685337471324
"124",2020,"DET","Darrell Bevell","","Cory Undlin",0.0588235294117647,0.352941176470588,0,0.235294117647059,0,0.5,0.534116331096197,0.966760961810467,0.0516304347826087,2.69956655121868
"125",2020,"DET","Matt Patricia","Darrell Bevell","Cory Undlin",0.0588235294117647,0.352941176470588,0,0.235294117647059,0,0.5,0.534116331096197,0.966760961810467,0.0516304347826087,2.69956655121868
"126",2019,"DET","Matt Patricia","Darrell Bevell","Paul Pasqualoni",0.333333333333333,0.484848484848485,0.212121212121212,0.0303030303030303,0,0.151515151515152,0.317653276955603,0.0357316480311133,0,1.56550613710793
"127",2018,"DET","Matt Patricia","Jim Bob Cooter","Paul Pasqualoni",0.272727272727273,0.272727272727273,0.242424242424242,0.212121212121212,0,0.121212121212121,0.374265883609183,0.2145659637077,0.222826086956522,1.93287005548553
"128",2017,"DET","Jim Caldwell","Jim Bob Cooter","Teryl Austin",0.625,0.5,0.875,0.5,0,0.5,0.61634591352162,0.544507810562856,0.875,5.03585372408448
"129",2016,"DET","Jim Caldwell","Jim Bob Cooter","Teryl Austin",NA,NA,NA,0.588235294117647,0.676470588235294,0.705882352941177,0.899120538023797,0.966264466880079,0.407608695652174,NA
"130",2015,"DET","Jim Caldwell","Jim Bob Cooter, Joe Lombardi","Teryl Austin",NA,NA,NA,0.382352941176471,0,0.588235294117647,0.817196167423096,0.309866137828458,0.407608695652174,NA
"131",2025,"GB","Matt LaFleur","Adam Stenavich","Jeff Hafley",0.727272727272727,0.909090909090909,0.272727272727273,0.575757575757576,0.606060606060606,0.454545454545455,0.247959183673469,0.184555274649506,0.64945652173913,4.62742552551665
"132",2024,"GB","Matt LaFleur","Adam Stenavich","Jeff Hafley",0.794117647058823,0.735294117647059,0.852941176470588,0.764705882352941,0.617647058823529,0.5,0.223003515821195,0.823054496523884,0.0516304347826087,5.36239432948063
